<<<<<<< HEAD
2025-08-27 18:38:51 INFO  DatastructureTest:31 - Running tests on: chrome | Thread ID: 1
2025-08-27 18:39:07 INFO  HomePage:78 - Clicking on the Get Started Button of DataStructure from HomePage
2025-08-27 18:39:07 INFO  PageManager:30 - Landed in Data structures page
2025-08-27 18:39:07 INFO  DataStructurePage:54 - Clicking on the topic link : Time Complexity
2025-08-27 18:39:07 INFO  DataStructurePage:75 - Title of the topic page in DSpage is Time Complexity
2025-08-27 18:39:07 INFO  DataStructurePage:80 - Clicking on the Try Here Button
2025-08-27 18:39:08 INFO  DatastructureTest:52 - >>> After all tests - quitting driver
2025-08-28 11:50:27 INFO  StackTest:31 - Running tests on: chrome | Thread ID: 1
2025-08-28 11:50:29 INFO  StackTest:42 - Browser launched: chrome | Thread: 1
2025-08-28 11:50:29 INFO  StackTest:47 - Starting test: StackpageLanding
2025-08-28 11:50:29 INFO  StackTest:24 - Entering the testcase
2025-08-28 11:50:29 INFO  LandingPage:34 - Getting the URL of DSALGO
2025-08-28 11:50:29 INFO  LandingPage:23 - Clicking the Get Started Button of Landing page
2025-08-28 11:50:30 INFO  HomePage:227 - Clicking Sign In button from Home Page
2025-08-28 11:50:30 INFO  LoginPage:55 - Performing Login with TestData from Excel
2025-08-28 11:50:31 INFO  LoginPage:59 - Entering the Username : Prasanna
2025-08-28 11:50:31 INFO  LoginPage:61 - Entering the Password : Welcome@01
2025-08-28 11:50:32 INFO  LoginPage:64 - Clicked Login button
2025-08-28 11:50:32 INFO  HomePage:66 - successful login
2025-08-28 11:50:32 INFO  HomePage:104 - Clicking on the Get Started Button of Stack from HomePage
2025-08-28 11:50:32 INFO  PageManager:37 - The User landed in Stack Page
2025-08-28 11:50:32 INFO  StackTest:52 - >>> After all tests - quitting driver
2025-08-28 11:51:08 INFO  StackTest:31 - Running tests on: chrome | Thread ID: 1
2025-08-28 11:51:09 INFO  StackTest:42 - Browser launched: chrome | Thread: 1
2025-08-28 11:51:09 INFO  StackTest:47 - Starting test: StackpageLanding
2025-08-28 11:51:09 INFO  StackTest:24 - Entering the testcase
2025-08-28 11:51:09 INFO  LandingPage:34 - Getting the URL of DSALGO
2025-08-28 11:51:09 INFO  LandingPage:23 - Clicking the Get Started Button of Landing page
2025-08-28 11:51:10 INFO  HomePage:227 - Clicking Sign In button from Home Page
2025-08-28 11:51:10 INFO  LoginPage:55 - Performing Login with TestData from Excel
2025-08-28 11:51:11 INFO  LoginPage:59 - Entering the Username : Prasanna
2025-08-28 11:51:11 INFO  LoginPage:61 - Entering the Password : Welcome@01
2025-08-28 11:51:11 INFO  LoginPage:64 - Clicked Login button
2025-08-28 11:51:11 INFO  HomePage:66 - successful login
2025-08-28 11:51:11 INFO  HomePage:104 - Clicking on the Get Started Button of Stack from HomePage
2025-08-28 11:51:12 INFO  PageManager:37 - The User landed in Stack Page
2025-08-28 11:51:12 INFO  StackTest:52 - >>> After all tests - quitting driver
2025-08-28 11:55:57 INFO  StackTest:31 - Running tests on: chrome | Thread ID: 1
2025-08-28 11:55:58 INFO  StackTest:42 - Browser launched: chrome | Thread: 1
2025-08-28 11:55:58 INFO  StackTest:47 - Starting test: StackpageLanding
2025-08-28 11:55:58 INFO  StackTest:24 - Entering the testcase
2025-08-28 11:55:58 INFO  LandingPage:34 - Getting the URL of DSALGO
2025-08-28 11:55:58 INFO  LandingPage:23 - Clicking the Get Started Button of Landing page
2025-08-28 11:55:59 INFO  HomePage:227 - Clicking Sign In button from Home Page
2025-08-28 11:55:59 INFO  LoginPage:55 - Performing Login with TestData from Excel
2025-08-28 11:55:59 INFO  LoginPage:59 - Entering the Username : Prasanna
2025-08-28 11:56:00 INFO  LoginPage:61 - Entering the Password : Welcome@01
2025-08-28 11:56:00 INFO  LoginPage:64 - Clicked Login button
2025-08-28 11:56:00 INFO  HomePage:66 - successful login
2025-08-28 11:56:00 INFO  HomePage:104 - Clicking on the Get Started Button of Stack from HomePage
2025-08-28 11:56:01 INFO  StackTest:32 - The User landed in : Stack
2025-08-28 11:56:01 INFO  StackTest:52 - >>> After all tests - quitting driver
2025-08-28 11:57:23 INFO  StackTest:31 - Running tests on: chrome | Thread ID: 1
2025-08-28 11:57:24 INFO  StackTest:42 - Browser launched: chrome | Thread: 1
2025-08-28 11:57:25 INFO  StackTest:47 - Starting test: StackpageLanding
2025-08-28 11:57:25 INFO  LandingPage:34 - Getting the URL of DSALGO
2025-08-28 11:57:25 INFO  LandingPage:23 - Clicking the Get Started Button of Landing page
2025-08-28 11:57:25 INFO  HomePage:227 - Clicking Sign In button from Home Page
2025-08-28 11:57:26 INFO  LoginPage:55 - Performing Login with TestData from Excel
2025-08-28 11:57:27 INFO  LoginPage:59 - Entering the Username : Prasanna
2025-08-28 11:57:27 INFO  LoginPage:61 - Entering the Password : Welcome@01
2025-08-28 11:57:27 INFO  LoginPage:64 - Clicked Login button
2025-08-28 11:57:28 INFO  HomePage:66 - successful login
2025-08-28 11:57:28 INFO  HomePage:104 - Clicking on the Get Started Button of Stack from HomePage
2025-08-28 11:57:28 INFO  StackTest:32 - The User landed in : Stack
2025-08-28 11:57:28 INFO  StackTest:52 - >>> After all tests - quitting driver
2025-08-28 14:53:45 INFO  StackTest:31 - Running tests on: chrome | Thread ID: 1
2025-08-28 14:53:45 ERROR TestListeners:25 - Test failed: NavigatetoStackTopics
2025-08-28 14:53:45 INFO  StackTest:52 - >>> After all tests - quitting driver
2025-08-28 14:54:31 INFO  StackTest:31 - Running tests on: chrome | Thread ID: 1
2025-08-28 14:54:41 INFO  StackTest:42 - Browser launched: chrome | Thread: 1
2025-08-28 14:54:41 INFO  StackTest:47 - Starting test: StackpageLanding
2025-08-28 14:54:41 INFO  LandingPage:34 - Getting the URL of DSALGO
2025-08-28 14:54:41 INFO  LandingPage:23 - Clicking the Get Started Button of Landing page
2025-08-28 14:54:41 INFO  HomePage:227 - Clicking Sign In button from Home Page
2025-08-28 14:54:41 INFO  LoginPage:55 - Performing Login with TestData from Excel
2025-08-28 14:54:42 INFO  LoginPage:59 - Entering the Username : Prasanna
2025-08-28 14:54:42 INFO  LoginPage:61 - Entering the Password : Welcome@01
2025-08-28 14:54:43 INFO  LoginPage:64 - Clicked Login button
2025-08-28 14:54:43 INFO  HomePage:66 - successful login
2025-08-28 14:54:43 INFO  HomePage:104 - Clicking on the Get Started Button of Stack from HomePage
2025-08-28 14:54:43 INFO  StackTest:32 - The User landed in : Stack
2025-08-28 14:54:43 ERROR TestListeners:25 - Test failed: NavigatetoStackTopics
2025-08-28 14:54:43 INFO  TestListeners:39 - ✅ Screenshot saved at: C:\Users\prasa\git\DsAlgo-Testng\target\screenshots\NavigatetoStackTopics.png
2025-08-28 14:54:43 INFO  TestListeners:47 - 📄 Log file attached to Allure report: target/logs/execution.log
2025-08-28 14:54:43 INFO  StackTest:52 - >>> After all tests - quitting driver
2025-08-28 14:57:35 INFO  StackTest:31 - Running tests on: chrome | Thread ID: 1
2025-08-28 14:57:36 INFO  StackTest:42 - Browser launched: chrome | Thread: 1
2025-08-28 14:57:37 INFO  StackTest:47 - Starting test: StackpageLanding
2025-08-28 14:57:37 INFO  LandingPage:34 - Getting the URL of DSALGO
2025-08-28 14:57:37 INFO  LandingPage:23 - Clicking the Get Started Button of Landing page
2025-08-28 14:57:37 INFO  HomePage:227 - Clicking Sign In button from Home Page
2025-08-28 14:57:37 INFO  LoginPage:55 - Performing Login with TestData from Excel
2025-08-28 14:57:38 INFO  LoginPage:59 - Entering the Username : Prasanna
2025-08-28 14:57:38 INFO  LoginPage:61 - Entering the Password : Welcome@01
2025-08-28 14:57:38 INFO  LoginPage:64 - Clicked Login button
2025-08-28 14:57:39 INFO  HomePage:66 - successful login
2025-08-28 14:57:39 INFO  HomePage:104 - Clicking on the Get Started Button of Stack from HomePage
2025-08-28 14:57:39 INFO  StackTest:32 - The User landed in : Stack
2025-08-28 14:57:39 ERROR TestListeners:25 - Test failed: NavigatetoStackTopics
2025-08-28 14:57:39 ERROR TestListeners:53 - Error capturing screenshot or attaching log
java.nio.file.FileAlreadyExistsException: target\screenshots\NavigatetoStackTopics.png
	at java.base/sun.nio.fs.WindowsFileCopy.copy(WindowsFileCopy.java:133)
	at java.base/sun.nio.fs.WindowsFileSystemProvider.copy(WindowsFileSystemProvider.java:282)
	at java.base/java.nio.file.Files.copy(Files.java:1304)
	at nn.dsalgo.listeners.TestListeners.onTestFailure(TestListeners.java:38)
	at org.testng.internal.TestListenerHelper.runTestListeners(TestListenerHelper.java:115)
	at org.testng.internal.invokers.TestInvoker.runTestResultListener(TestInvoker.java:285)
	at org.testng.internal.invokers.TestInvoker$MethodInvocationAgent.invoke(TestInvoker.java:1013)
	at org.testng.internal.invokers.TestInvoker.invokeTestMethods(TestInvoker.java:203)
	at org.testng.internal.invokers.TestMethodWorker.invokeTestMethods(TestMethodWorker.java:154)
	at org.testng.internal.invokers.TestMethodWorker.run(TestMethodWorker.java:134)
	at java.base/java.util.ArrayList.forEach(ArrayList.java:1596)
	at org.testng.TestRunner.privateRun(TestRunner.java:741)
	at org.testng.TestRunner.run(TestRunner.java:616)
	at org.testng.SuiteRunner.runTest(SuiteRunner.java:421)
	at org.testng.SuiteRunner.runSequentially(SuiteRunner.java:413)
	at org.testng.SuiteRunner.privateRun(SuiteRunner.java:373)
	at org.testng.SuiteRunner.run(SuiteRunner.java:312)
	at org.testng.SuiteRunnerWorker.runSuite(SuiteRunnerWorker.java:52)
	at org.testng.SuiteRunnerWorker.run(SuiteRunnerWorker.java:95)
	at org.testng.TestNG.runSuitesSequentially(TestNG.java:1274)
	at org.testng.TestNG.runSuitesLocally(TestNG.java:1208)
	at org.testng.TestNG.runSuites(TestNG.java:1112)
	at org.testng.TestNG.run(TestNG.java:1079)
	at org.testng.remote.AbstractRemoteTestNG.run(AbstractRemoteTestNG.java:115)
	at org.testng.remote.RemoteTestNG.initAndRun(RemoteTestNG.java:293)
	at org.testng.remote.RemoteTestNG.main(RemoteTestNG.java:91)
2025-08-28 14:57:39 INFO  StackTest:52 - >>> After all tests - quitting driver
2025-08-28 14:59:36 INFO  StackTest:31 - Running tests on: chrome | Thread ID: 1
2025-08-28 14:59:37 INFO  StackTest:42 - Browser launched: chrome | Thread: 1
2025-08-28 14:59:37 INFO  StackTest:47 - Starting test: StackpageLanding
2025-08-28 14:59:37 INFO  LandingPage:34 - Getting the URL of DSALGO
2025-08-28 14:59:37 INFO  LandingPage:23 - Clicking the Get Started Button of Landing page
2025-08-28 14:59:37 INFO  HomePage:227 - Clicking Sign In button from Home Page
2025-08-28 14:59:38 INFO  LoginPage:55 - Performing Login with TestData from Excel
2025-08-28 14:59:38 INFO  LoginPage:59 - Entering the Username : Prasanna
2025-08-28 14:59:38 INFO  LoginPage:61 - Entering the Password : Welcome@01
2025-08-28 14:59:39 INFO  LoginPage:64 - Clicked Login button
2025-08-28 14:59:39 INFO  HomePage:66 - successful login
2025-08-28 14:59:39 INFO  HomePage:104 - Clicking on the Get Started Button of Stack from HomePage
2025-08-28 14:59:39 INFO  StackTest:32 - The User landed in : Stack
2025-08-28 14:59:39 ERROR TestListeners:25 - Test failed: NavigatetoStackTopics
2025-08-28 14:59:39 ERROR TestListeners:53 - Error capturing screenshot or attaching log
java.nio.file.FileAlreadyExistsException: target\screenshots\NavigatetoStackTopics.png
	at java.base/sun.nio.fs.WindowsFileCopy.copy(WindowsFileCopy.java:133)
	at java.base/sun.nio.fs.WindowsFileSystemProvider.copy(WindowsFileSystemProvider.java:282)
	at java.base/java.nio.file.Files.copy(Files.java:1304)
	at nn.dsalgo.listeners.TestListeners.onTestFailure(TestListeners.java:38)
	at org.testng.internal.TestListenerHelper.runTestListeners(TestListenerHelper.java:115)
	at org.testng.internal.invokers.TestInvoker.runTestResultListener(TestInvoker.java:285)
	at org.testng.internal.invokers.TestInvoker$MethodInvocationAgent.invoke(TestInvoker.java:1013)
	at org.testng.internal.invokers.TestInvoker.invokeTestMethods(TestInvoker.java:203)
	at org.testng.internal.invokers.TestMethodWorker.invokeTestMethods(TestMethodWorker.java:154)
	at org.testng.internal.invokers.TestMethodWorker.run(TestMethodWorker.java:134)
	at java.base/java.util.ArrayList.forEach(ArrayList.java:1596)
	at org.testng.TestRunner.privateRun(TestRunner.java:741)
	at org.testng.TestRunner.run(TestRunner.java:616)
	at org.testng.SuiteRunner.runTest(SuiteRunner.java:421)
	at org.testng.SuiteRunner.runSequentially(SuiteRunner.java:413)
	at org.testng.SuiteRunner.privateRun(SuiteRunner.java:373)
	at org.testng.SuiteRunner.run(SuiteRunner.java:312)
	at org.testng.SuiteRunnerWorker.runSuite(SuiteRunnerWorker.java:52)
	at org.testng.SuiteRunnerWorker.run(SuiteRunnerWorker.java:95)
	at org.testng.TestNG.runSuitesSequentially(TestNG.java:1274)
	at org.testng.TestNG.runSuitesLocally(TestNG.java:1208)
	at org.testng.TestNG.runSuites(TestNG.java:1112)
	at org.testng.TestNG.run(TestNG.java:1079)
	at org.testng.remote.AbstractRemoteTestNG.run(AbstractRemoteTestNG.java:115)
	at org.testng.remote.RemoteTestNG.initAndRun(RemoteTestNG.java:293)
	at org.testng.remote.RemoteTestNG.main(RemoteTestNG.java:91)
2025-08-28 14:59:39 INFO  StackTest:52 - >>> After all tests - quitting driver
2025-08-28 15:00:53 INFO  StackTest:31 - Running tests on: chrome | Thread ID: 1
2025-08-28 15:00:54 INFO  StackTest:42 - Browser launched: chrome | Thread: 1
2025-08-28 15:00:54 INFO  StackTest:47 - Starting test: StackpageLanding
2025-08-28 15:00:54 INFO  LandingPage:34 - Getting the URL of DSALGO
2025-08-28 15:00:54 INFO  LandingPage:23 - Clicking the Get Started Button of Landing page
2025-08-28 15:00:55 INFO  HomePage:227 - Clicking Sign In button from Home Page
2025-08-28 15:00:55 INFO  LoginPage:55 - Performing Login with TestData from Excel
2025-08-28 15:00:56 INFO  LoginPage:59 - Entering the Username : Prasanna
2025-08-28 15:00:56 INFO  LoginPage:61 - Entering the Password : Welcome@01
2025-08-28 15:00:56 INFO  LoginPage:64 - Clicked Login button
2025-08-28 15:00:56 INFO  HomePage:66 - successful login
2025-08-28 15:00:56 INFO  HomePage:104 - Clicking on the Get Started Button of Stack from HomePage
2025-08-28 15:00:57 INFO  StackTest:32 - The User landed in : Stack
2025-08-28 15:00:57 ERROR TestListeners:25 - Test failed: NavigatetoStackTopics
2025-08-28 15:00:57 ERROR TestListeners:53 - Error capturing screenshot or attaching log
java.nio.file.FileAlreadyExistsException: target\screenshots\NavigatetoStackTopics.png
	at java.base/sun.nio.fs.WindowsFileCopy.copy(WindowsFileCopy.java:133)
	at java.base/sun.nio.fs.WindowsFileSystemProvider.copy(WindowsFileSystemProvider.java:282)
	at java.base/java.nio.file.Files.copy(Files.java:1304)
	at nn.dsalgo.listeners.TestListeners.onTestFailure(TestListeners.java:38)
	at org.testng.internal.TestListenerHelper.runTestListeners(TestListenerHelper.java:115)
	at org.testng.internal.invokers.TestInvoker.runTestResultListener(TestInvoker.java:285)
	at org.testng.internal.invokers.TestInvoker$MethodInvocationAgent.invoke(TestInvoker.java:1013)
	at org.testng.internal.invokers.TestInvoker.invokeTestMethods(TestInvoker.java:203)
	at org.testng.internal.invokers.TestMethodWorker.invokeTestMethods(TestMethodWorker.java:154)
	at org.testng.internal.invokers.TestMethodWorker.run(TestMethodWorker.java:134)
	at java.base/java.util.ArrayList.forEach(ArrayList.java:1596)
	at org.testng.TestRunner.privateRun(TestRunner.java:741)
	at org.testng.TestRunner.run(TestRunner.java:616)
	at org.testng.SuiteRunner.runTest(SuiteRunner.java:421)
	at org.testng.SuiteRunner.runSequentially(SuiteRunner.java:413)
	at org.testng.SuiteRunner.privateRun(SuiteRunner.java:373)
	at org.testng.SuiteRunner.run(SuiteRunner.java:312)
	at org.testng.SuiteRunnerWorker.runSuite(SuiteRunnerWorker.java:52)
	at org.testng.SuiteRunnerWorker.run(SuiteRunnerWorker.java:95)
	at org.testng.TestNG.runSuitesSequentially(TestNG.java:1274)
	at org.testng.TestNG.runSuitesLocally(TestNG.java:1208)
	at org.testng.TestNG.runSuites(TestNG.java:1112)
	at org.testng.TestNG.run(TestNG.java:1079)
	at org.testng.remote.AbstractRemoteTestNG.run(AbstractRemoteTestNG.java:115)
	at org.testng.remote.RemoteTestNG.initAndRun(RemoteTestNG.java:293)
	at org.testng.remote.RemoteTestNG.main(RemoteTestNG.java:91)
2025-08-28 15:00:57 INFO  StackTest:52 - >>> After all tests - quitting driver
2025-08-28 15:05:45 INFO  StackTest:31 - Running tests on: chrome | Thread ID: 1
2025-08-28 15:05:46 INFO  StackTest:42 - Browser launched: chrome | Thread: 1
2025-08-28 15:05:46 INFO  StackTest:47 - Starting test: StackpageLanding
2025-08-28 15:05:46 INFO  LandingPage:34 - Getting the URL of DSALGO
2025-08-28 15:05:46 INFO  LandingPage:23 - Clicking the Get Started Button of Landing page
2025-08-28 15:05:47 INFO  HomePage:227 - Clicking Sign In button from Home Page
2025-08-28 15:05:47 INFO  LoginPage:55 - Performing Login with TestData from Excel
2025-08-28 15:05:47 INFO  LoginPage:59 - Entering the Username : Prasanna
2025-08-28 15:05:48 INFO  LoginPage:61 - Entering the Password : Welcome@01
2025-08-28 15:05:48 INFO  LoginPage:64 - Clicked Login button
2025-08-28 15:05:48 INFO  HomePage:66 - successful login
2025-08-28 15:05:48 INFO  HomePage:104 - Clicking on the Get Started Button of Stack from HomePage
2025-08-28 15:05:48 INFO  StackTest:32 - The User landed in : Stack
2025-08-28 15:05:48 ERROR TestListeners:25 - Test failed: NavigatetoStackTopics
2025-08-28 15:05:49 ERROR TestListeners:53 - Error capturing screenshot or attaching log
java.nio.file.FileAlreadyExistsException: target\screenshots\NavigatetoStackTopics.png
	at java.base/sun.nio.fs.WindowsFileCopy.copy(WindowsFileCopy.java:133)
	at java.base/sun.nio.fs.WindowsFileSystemProvider.copy(WindowsFileSystemProvider.java:282)
	at java.base/java.nio.file.Files.copy(Files.java:1304)
	at nn.dsalgo.listeners.TestListeners.onTestFailure(TestListeners.java:38)
	at org.testng.internal.TestListenerHelper.runTestListeners(TestListenerHelper.java:115)
	at org.testng.internal.invokers.TestInvoker.runTestResultListener(TestInvoker.java:285)
	at org.testng.internal.invokers.TestInvoker$MethodInvocationAgent.invoke(TestInvoker.java:1013)
	at org.testng.internal.invokers.TestInvoker.invokeTestMethods(TestInvoker.java:203)
	at org.testng.internal.invokers.TestMethodWorker.invokeTestMethods(TestMethodWorker.java:154)
	at org.testng.internal.invokers.TestMethodWorker.run(TestMethodWorker.java:134)
	at java.base/java.util.ArrayList.forEach(ArrayList.java:1596)
	at org.testng.TestRunner.privateRun(TestRunner.java:741)
	at org.testng.TestRunner.run(TestRunner.java:616)
	at org.testng.SuiteRunner.runTest(SuiteRunner.java:421)
	at org.testng.SuiteRunner.runSequentially(SuiteRunner.java:413)
	at org.testng.SuiteRunner.privateRun(SuiteRunner.java:373)
	at org.testng.SuiteRunner.run(SuiteRunner.java:312)
	at org.testng.SuiteRunnerWorker.runSuite(SuiteRunnerWorker.java:52)
	at org.testng.SuiteRunnerWorker.run(SuiteRunnerWorker.java:95)
	at org.testng.TestNG.runSuitesSequentially(TestNG.java:1274)
	at org.testng.TestNG.runSuitesLocally(TestNG.java:1208)
	at org.testng.TestNG.runSuites(TestNG.java:1112)
	at org.testng.TestNG.run(TestNG.java:1079)
	at org.testng.remote.AbstractRemoteTestNG.run(AbstractRemoteTestNG.java:115)
	at org.testng.remote.RemoteTestNG.initAndRun(RemoteTestNG.java:293)
	at org.testng.remote.RemoteTestNG.main(RemoteTestNG.java:91)
2025-08-28 15:05:49 INFO  StackTest:52 - >>> After all tests - quitting driver
2025-08-28 15:08:10 INFO  StackTest:31 - Running tests on: chrome | Thread ID: 1
2025-08-28 15:08:11 INFO  StackTest:42 - Browser launched: chrome | Thread: 1
2025-08-28 15:08:11 INFO  StackTest:47 - Starting test: StackpageLanding
2025-08-28 15:08:11 INFO  LandingPage:34 - Getting the URL of DSALGO
2025-08-28 15:08:11 INFO  LandingPage:23 - Clicking the Get Started Button of Landing page
2025-08-28 15:08:12 INFO  HomePage:227 - Clicking Sign In button from Home Page
2025-08-28 15:08:12 INFO  LoginPage:55 - Performing Login with TestData from Excel
2025-08-28 15:08:13 INFO  LoginPage:59 - Entering the Username : Prasanna
2025-08-28 15:08:13 INFO  LoginPage:61 - Entering the Password : Welcome@01
2025-08-28 15:08:13 INFO  LoginPage:64 - Clicked Login button
2025-08-28 15:08:13 INFO  HomePage:66 - successful login
2025-08-28 15:08:13 INFO  HomePage:104 - Clicking on the Get Started Button of Stack from HomePage
2025-08-28 15:08:14 INFO  StackTest:32 - The User landed in : Stack
2025-08-28 15:08:14 ERROR TestListeners:25 - Test failed: NavigatetoStackTopics
2025-08-28 15:08:14 ERROR TestListeners:53 - Error capturing screenshot or attaching log
java.nio.file.FileAlreadyExistsException: target\screenshots\NavigatetoStackTopics.png
	at java.base/sun.nio.fs.WindowsFileCopy.copy(WindowsFileCopy.java:133)
	at java.base/sun.nio.fs.WindowsFileSystemProvider.copy(WindowsFileSystemProvider.java:282)
	at java.base/java.nio.file.Files.copy(Files.java:1304)
	at nn.dsalgo.listeners.TestListeners.onTestFailure(TestListeners.java:38)
	at org.testng.internal.TestListenerHelper.runTestListeners(TestListenerHelper.java:115)
	at org.testng.internal.invokers.TestInvoker.runTestResultListener(TestInvoker.java:285)
	at org.testng.internal.invokers.TestInvoker$MethodInvocationAgent.invoke(TestInvoker.java:1013)
	at org.testng.internal.invokers.TestInvoker.invokeTestMethods(TestInvoker.java:203)
	at org.testng.internal.invokers.TestMethodWorker.invokeTestMethods(TestMethodWorker.java:154)
	at org.testng.internal.invokers.TestMethodWorker.run(TestMethodWorker.java:134)
	at java.base/java.util.ArrayList.forEach(ArrayList.java:1596)
	at org.testng.TestRunner.privateRun(TestRunner.java:741)
	at org.testng.TestRunner.run(TestRunner.java:616)
	at org.testng.SuiteRunner.runTest(SuiteRunner.java:421)
	at org.testng.SuiteRunner.runSequentially(SuiteRunner.java:413)
	at org.testng.SuiteRunner.privateRun(SuiteRunner.java:373)
	at org.testng.SuiteRunner.run(SuiteRunner.java:312)
	at org.testng.SuiteRunnerWorker.runSuite(SuiteRunnerWorker.java:52)
	at org.testng.SuiteRunnerWorker.run(SuiteRunnerWorker.java:95)
	at org.testng.TestNG.runSuitesSequentially(TestNG.java:1274)
	at org.testng.TestNG.runSuitesLocally(TestNG.java:1208)
	at org.testng.TestNG.runSuites(TestNG.java:1112)
	at org.testng.TestNG.run(TestNG.java:1079)
	at org.testng.remote.AbstractRemoteTestNG.run(AbstractRemoteTestNG.java:115)
	at org.testng.remote.RemoteTestNG.initAndRun(RemoteTestNG.java:293)
	at org.testng.remote.RemoteTestNG.main(RemoteTestNG.java:91)
2025-08-28 15:08:14 INFO  StackTest:52 - >>> After all tests - quitting driver
2025-08-28 15:08:50 INFO  StackTest:31 - Running tests on: chrome | Thread ID: 1
2025-08-28 15:08:51 INFO  StackTest:42 - Browser launched: chrome | Thread: 1
2025-08-28 15:08:51 INFO  StackTest:47 - Starting test: StackpageLanding
2025-08-28 15:08:51 INFO  LandingPage:34 - Getting the URL of DSALGO
2025-08-28 15:08:52 INFO  LandingPage:23 - Clicking the Get Started Button of Landing page
2025-08-28 15:08:52 INFO  HomePage:227 - Clicking Sign In button from Home Page
2025-08-28 15:08:52 INFO  LoginPage:55 - Performing Login with TestData from Excel
2025-08-28 15:08:53 INFO  LoginPage:59 - Entering the Username : Prasanna
2025-08-28 15:08:53 INFO  LoginPage:61 - Entering the Password : Welcome@01
2025-08-28 15:08:53 INFO  LoginPage:64 - Clicked Login button
2025-08-28 15:08:54 INFO  HomePage:66 - successful login
2025-08-28 15:08:54 INFO  HomePage:104 - Clicking on the Get Started Button of Stack from HomePage
2025-08-28 15:08:54 INFO  StackTest:32 - The User landed in : Stack
2025-08-28 15:08:54 ERROR TestListeners:25 - Test failed: NavigatetoStackTopics
2025-08-28 15:08:54 ERROR TestListeners:53 - Error capturing screenshot or attaching log
java.nio.file.FileAlreadyExistsException: target\screenshots\NavigatetoStackTopics.png
	at java.base/sun.nio.fs.WindowsFileCopy.copy(WindowsFileCopy.java:133)
	at java.base/sun.nio.fs.WindowsFileSystemProvider.copy(WindowsFileSystemProvider.java:282)
	at java.base/java.nio.file.Files.copy(Files.java:1304)
